volume_nm3,volume_voxels,aspect_ratio,sphericity,equiv_diameter_nm,nearest_neighbor_nm
1.665900000000000000e+07,6.170000000000000000e+02,1.150000000000000000e+01,1.388343371218070388e-04,3.168716864801833140e+02,3.728420844585215264e+02
3.818880000000000000e+08,1.414400000000000000e+04,1.080000000000000071e+00,1.120353117585182190e-03,9.001449786567469573e+02,7.075046918203960331e+02
2.257200000000000000e+08,8.360000000000000000e+03,1.100000000000000089e+00,7.890616543591022491e-04,7.554234690332598348e+02,6.081192213258923402e+02
1.913760000000000000e+08,7.088000000000000000e+03,1.050000000000000044e+00,7.068423437885940075e-04,7.149839347425302094e+02,7.130640372549610220e+02
9.023400000000000000e+07,3.342000000000000000e+03,1.133333333333333304e+00,4.281977599021047354e-04,5.564897837505902771e+02,6.514793538408497398e+02
2.776140000000000000e+08,1.028200000000000000e+04,1.090909090909090828e+00,9.057850693352520466e-04,8.093708900896715477e+02,6.496161369269352690e+02
4.195800000000000000e+07,1.554000000000000000e+03,3.166666666666666519e+00,2.570045180618762970e-04,4.311271621722691521e+02,6.213393323974828490e+02
2.290680000000000000e+08,8.484000000000000000e+03,1.199999999999999956e+00,7.968450081534683704e-04,7.591401020302508869e+02,6.912700650182634945e+02
2.121660000000000000e+08,7.858000000000000000e+03,1.149999999999999911e+00,7.571491296403110027e-04,7.399897806431550862e+02,6.146554236846625372e+02
1.111320000000000000e+08,4.116000000000000000e+03,1.357142857142857206e+00,4.919908242300152779e-04,5.965041955382949936e+02,6.338220526115982238e+02
6.658200000000000000e+07,2.466000000000000000e+03,1.230769230769230838e+00,3.496515855658799410e-04,5.028665385756721662e+02,5.830818779670021286e+02
2.236140000000000000e+08,8.282000000000000000e+03,1.411764705882353033e+00,7.841459591872990131e-04,7.530667210326078020e+02,6.726454989633135710e+02
3.864510000000000000e+08,1.431300000000000000e+04,1.080000000000000071e+00,1.129259821027517319e-03,9.037159299090001241e+02,7.234387050880391143e+02
3.020760000000000000e+08,1.118800000000000000e+04,1.238095238095238138e+00,9.582416969351470470e-04,8.324775553042472893e+02,6.314279632176750283e+02
2.643300000000000000e+07,9.790000000000000000e+02,7.000000000000000000e+00,1.888695260277017951e-04,3.695863683676508344e+02,5.403650852550970285e+02
2.997540000000000000e+08,1.110200000000000000e+04,1.130434782608695565e+00,9.533247794024646282e-04,8.303390349289128380e+02,5.403650852550970285e+02
1.732050000000000000e+08,6.415000000000000000e+03,1.052631578947368363e+00,6.613598670810461044e-04,6.915983272492630931e+02,7.204869409099848099e+02
3.560220000000000000e+08,1.318600000000000000e+04,1.000000000000000000e+00,1.069175079464912415e-03,8.793452144411974132e+02,7.428785664465505079e+02
2.222100000000000000e+08,8.230000000000000000e+03,1.149999999999999911e+00,7.808602531440556049e-04,7.514873234184333342e+02,7.244544895561197109e+02
2.253690000000000000e+08,8.347000000000000000e+03,1.300000000000000044e+00,7.882434292696416378e-04,7.550316987033938858e+02,6.918349984889520101e+02
3.236490000000000000e+08,1.198700000000000000e+04,1.350000000000000089e+00,1.003337674774229527e-03,8.518410191624705021e+02,7.004916484765635687e+02
2.472930000000000000e+08,9.159000000000000000e+03,1.199999999999999956e+00,8.385689579881727695e-04,7.787613696936321048e+02,6.603131992217644211e+02
9.620100000000000000e+07,3.563000000000000000e+03,1.769230769230769162e+00,4.468728438951075077e-04,5.684954433769064508e+02,5.286419338738900251e+02
3.087180000000000000e+08,1.143400000000000000e+04,1.136363636363636465e+00,9.722371469251811504e-04,8.385348365972355396e+02,6.579842311008387696e+02
4.266540000000000000e+08,1.580200000000000000e+04,1.347826086956521729e+00,1.206279965117573738e-03,9.340262168018800821e+02,6.696084440057818483e+02
2.441880000000000000e+08,9.044000000000000000e+03,1.095238095238095344e+00,8.315349114127457142e-04,7.754882677853089490e+02,7.149500331122761736e+02
2.091960000000000000e+08,7.748000000000000000e+03,1.764705882352941124e+00,7.500665960833430290e-04,7.365206333816814777e+02,5.830818779670021286e+02
3.136860000000000000e+08,1.161800000000000000e+04,1.086956521739130377e+00,9.826398454606533051e-04,8.430089226155005235e+02,7.439339514853751325e+02
1.948860000000000000e+08,7.218000000000000000e+03,1.050000000000000044e+00,7.154588820412755013e-04,7.193286198255008230e+02,6.536749936111878014e+02
5.157000000000000000e+06,1.910000000000000000e+02,1.600000000000000000e+01,6.353246135404333472e-05,2.143546140963019013e+02,3.540205593856041446e+02
1.868130000000000000e+08,6.919000000000000000e+03,1.600000000000000089e+00,6.955616408959031105e-04,7.092556827222012998e+02,6.579842311008387696e+02
2.812320000000000000e+08,1.041600000000000000e+04,1.473684210526315708e+00,9.136378648690879345e-04,8.128717632047207644e+02,7.170679150594941120e+02
2.926800000000000000e+07,1.084000000000000000e+03,7.333333333333333037e+00,2.021434193011373281e-04,3.823532693478689453e+02,4.095892668812393822e+02
9.995400000000000000e+07,3.702000000000000000e+03,1.571428571428571397e+00,4.584208654705435038e-04,5.757940667885906123e+02,6.533190660492427924e+02
3.193560000000000000e+08,1.182800000000000000e+04,1.600000000000000089e+00,9.944455232471227646e-04,8.480578643953327855e+02,7.208413860232093384e+02
2.632230000000000000e+08,9.749000000000000000e+03,1.199999999999999956e+00,8.742053760215640068e-04,7.951365871753449710e+02,6.795243487629286392e+02
1.566270000000000000e+08,5.801000000000000000e+03,1.600000000000000089e+00,6.184558151289820671e-04,6.687893301657729808e+02,6.496161369269352690e+02
2.779110000000000000e+08,1.029300000000000000e+04,1.090909090909090828e+00,9.064309997484087944e-04,8.096594171838519287e+02,6.618111457554274466e+02
6.701670000000000000e+08,2.482100000000000000e+04,1.653846153846153744e+00,1.629995065741240978e-03,1.085745751886914150e+03,6.754757600165369240e+02
1.112940000000000000e+08,4.122000000000000000e+03,1.058823529411764719e+00,4.924688837490975857e-04,5.967939013611784276e+02,5.873751364365765539e+02
1.206090000000000000e+08,4.467000000000000000e+03,1.533333333333333437e+00,5.195779376663267612e-04,6.129998450966777455e+02,3.540205593856041446e+02
2.712150000000000000e+08,1.004500000000000000e+04,1.421052631578947345e+00,8.918121457099914551e-04,8.031038249149817148e+02,6.857414472110815495e+02
2.165670000000000000e+08,8.021000000000000000e+03,1.300000000000000044e+00,7.675837259739637375e-04,7.450713879774315274e+02,6.851526564692511556e+02
1.808460000000000000e+08,6.698000000000000000e+03,1.411764705882353033e+00,6.806703750044107437e-04,7.016223717018114030e+02,6.390948346016360802e+02
8.594100000000000000e+07,3.183000000000000000e+03,1.818181818181818121e+00,4.145063285250216722e-04,5.475207635236927217e+02,5.677393496290127359e+02
5.100300000000000000e+07,1.889000000000000000e+03,5.599999999999999645e+00,2.927260647993534803e-04,4.601142670606376441e+02,6.202844160506049320e+02
2.007180000000000000e+08,7.434000000000000000e+03,1.210526315789473673e+00,7.296620751731097698e-04,7.264335598162373344e+02,4.095892668812393822e+02
2.367630000000000000e+08,8.769000000000000000e+03,1.399999999999999911e+00,8.145920000970363617e-04,7.675471627277180460e+02,7.180457088981080460e+02
2.268000000000000000e+08,8.400000000000000000e+03,1.315789473684210620e+00,7.915766327641904354e-04,7.566263746781470445e+02,7.197347505966453127e+02
4.309200000000000000e+07,1.596000000000000000e+03,2.555555555555555358e+00,2.616146230138838291e-04,4.349767155239816248e+02,6.384341919261570411e+02
2.000160000000000000e+08,7.408000000000000000e+03,1.100000000000000089e+00,7.279597921296954155e-04,7.255856836392455307e+02,6.650568096652652912e+02
2.247210000000000000e+08,8.323000000000000000e+03,2.117647058823529438e+00,7.867317763157188892e-04,7.543073603777553444e+02,6.795243487629286392e+02
2.282310000000000000e+08,8.453000000000000000e+03,1.263157894736842035e+00,7.949027931317687035e-04,7.582143569176249684e+02,6.461124199462880142e+02
1.841940000000000000e+08,6.822000000000000000e+03,1.166666666666666741e+00,6.890455260872840881e-04,7.059256336096183304e+02,5.839717412184066916e+02
1.791450000000000000e+08,6.635000000000000000e+03,1.437500000000000000e+00,6.763955461792647839e-04,6.994156670253981929e+02,6.098675678685674484e+02
1.486620000000000000e+08,5.506000000000000000e+03,1.375000000000000000e+00,5.973069346509873867e-04,6.572548249420364073e+02,6.991584327094728906e+02
2.035530000000000000e+08,7.539000000000000000e+03,1.800000000000000044e+00,7.365166675299406052e-04,7.298377030670197883e+02,6.202844160506049320e+02
8.772300000000000000e+07,3.249000000000000000e+03,1.666666666666666741e+00,4.202166164759546518e-04,5.512792140383420474e+02,4.079585709668484697e+02
6.748920000000000000e+08,2.499600000000000000e+04,1.518518518518518601e+00,1.637647626921534538e-03,1.088291455176459976e+03,7.411892927889705334e+02
1.853550000000000000e+08,6.865000000000000000e+03,1.470588235294117752e+00,6.919379229657351971e-04,7.074057102155160237e+02,5.903330888278513839e+02
1.616220000000000000e+08,5.986000000000000000e+03,1.352941176470588314e+00,6.315357168205082417e-04,6.758245306194554587e+02,5.903330888278513839e+02
1.063800000000000000e+08,3.940000000000000000e+03,2.272727272727272929e+00,4.778639413416385651e-04,5.878778825270028392e+02,6.241181953099713837e+02
1.363500000000000000e+07,5.050000000000000000e+02,6.666666666666666963e+00,1.214789444929920137e-04,2.964049872065755267e+02,5.043241489200922842e+02
9.053100000000000000e+07,3.353000000000000000e+03,1.266666666666666607e+00,4.291368240956217051e-04,5.570996664366678033e+02,5.839717412184066916e+02
6.361200000000000000e+07,2.356000000000000000e+03,1.636363636363636465e+00,3.391748177818953991e-04,4.952754592118341179e+02,3.728420844585215264e+02
1.538190000000000000e+08,5.697000000000000000e+03,2.307692307692307487e+00,6.110417889431118965e-04,6.647685329290920890e+02,6.630227776727305127e+02
2.842290000000000000e+08,1.052700000000000000e+04,1.454545454545454586e+00,9.201172506436705589e-04,8.157490717303659267e+02,6.883255896718328586e+02
1.501200000000000000e+08,5.560000000000000000e+03,1.846153846153846256e+00,6.012059748172760010e-04,6.593965103978025581e+02,6.212466282062742948e+02
7.290000000000000000e+06,2.700000000000000000e+02,8.500000000000000000e+00,8.002320100786164403e-05,2.405708311629555851e+02,4.079585709668484697e+02
8.307900000000000000e+07,3.077000000000000000e+03,1.750000000000000000e+00,4.052519216202199459e-04,5.413741888553394119e+02,5.818034410725906582e+02
1.981530000000000000e+08,7.339000000000000000e+03,2.500000000000000000e+00,7.234325166791677475e-04,7.233258896232858888e+02,6.284191836645893545e+02
1.664820000000000000e+08,6.166000000000000000e+03,2.916666666666666519e+00,6.441333680413663387e-04,6.825317951472917457e+02,6.630227776727305127e+02
7.203330000000000000e+08,2.667900000000000000e+04,1.250000000000000000e+00,1.710355863906443119e-03,1.112188063256133319e+03,7.306731578624301164e+02
6.114150000000000000e+08,2.264500000000000000e+04,1.222222222222222321e+00,1.533280592411756516e-03,1.053042313181803365e+03,7.987866469596424395e+02
1.415610000000000000e+08,5.243000000000000000e+03,4.428571428571428825e+00,5.781315267086029053e-04,6.466188088036102499e+02,5.809554256532493355e+02
2.210490000000000000e+08,8.187000000000000000e+03,1.705882352941176405e+00,7.781379972584545612e-04,7.501762502438133424e+02,6.284191836645893545e+02
1.598400000000000000e+07,5.920000000000000000e+02,1.400000000000000000e+01,1.350582897430285811e-04,3.125328096097069306e+02,3.402164413203758500e+02
7.064280000000000000e+08,2.616400000000000000e+04,1.833333333333333259e+00,1.688273623585700989e-03,1.104985114126161989e+03,6.625478042898517970e+02
4.652910000000000000e+08,1.723300000000000000e+04,2.450000000000000178e+00,1.278048497624695301e-03,9.614100919543697046e+02,7.237255613842490902e+02
2.007990000000000000e+08,7.437000000000000000e+03,4.900000000000000355e+00,7.298584096133708954e-04,7.265312643984265151e+02,6.421455315635441821e+02
2.605230000000000000e+08,9.649000000000000000e+03,1.300000000000000044e+00,8.682170300744473934e-04,7.924085436796984823e+02,6.532257647783812899e+02
5.886000000000000000e+06,2.180000000000000000e+02,2.500000000000000000e+01,6.938694423297420144e-05,2.240133385211038330e+02,6.625478042898517970e+02
1.934820000000000000e+08,7.166000000000000000e+03,1.210526315789473673e+00,7.120185182429850101e-04,7.175970564099426383e+02,6.537968548146056946e+02
5.072490000000000000e+08,1.878700000000000000e+04,1.153846153846153744e+00,1.353770610876381397e-03,9.894811513604428228e+02,5.264811418638929581e+02
9.286650000000000000e+08,3.439500000000000000e+04,1.156250000000000000e+00,2.025988418608903885e-03,1.210468480277897925e+03,7.725042548761357466e+02
5.367600000000000000e+07,1.988000000000000000e+03,7.000000000000000000e+00,3.028663340955972672e-04,4.680157918077039767e+02,4.518258114879786831e+02
3.204630000000000000e+08,1.186900000000000000e+04,1.449999999999999956e+00,9.967421647161245346e-04,8.490366231088644327e+02,7.251411587896330957e+02
1.713960000000000000e+08,6.348000000000000000e+03,1.352941176470588314e+00,6.567469099536538124e-04,6.891821490437580451e+02,6.357209882811791886e+02
6.237000000000000000e+06,2.310000000000000000e+02,1.250000000000000000e+01,7.211873162304982543e-05,2.283805111200673537e+02,4.518258114879786831e+02
5.875200000000000000e+07,2.176000000000000000e+03,8.000000000000000000e+00,3.216715704184025526e-04,4.823267450990341558e+02,4.352179439106236600e+02
1.546290000000000000e+08,5.727000000000000000e+03,1.294117647058823595e+00,6.131850532256066799e-04,6.659333654022768769e+02,5.068087521032929885e+02
5.686470000000000000e+08,2.106100000000000000e+04,1.800000000000000044e+00,1.460918807424604893e-03,1.027893319099994415e+03,7.785197735017176228e+02
3.921210000000000000e+08,1.452300000000000000e+04,1.076923076923076872e+00,1.140278647653758526e-03,9.081142551283494413e+02,7.599464386488665468e+02
2.200230000000000000e+08,8.149000000000000000e+03,1.500000000000000000e+00,7.757283165119588375e-04,7.490138009848551519e+02,5.809554256532493355e+02
1.082430000000000000e+08,4.009000000000000000e+03,1.833333333333333259e+00,4.834269057027995586e-04,5.912898164288192220e+02,4.352179439106236600e+02
2.915460000000000000e+08,1.079800000000000000e+04,1.136363636363636465e+00,9.358415263704955578e-04,8.226898799249786407e+02,6.657628442093428021e+02
2.896020000000000000e+08,1.072600000000000000e+04,1.380952380952380931e+00,9.316768264397978783e-04,8.208572622798883458e+02,7.130640372549610220e+02
7.210080000000000000e+08,2.670400000000000000e+04,1.923076923076923128e+00,1.711424090899527073e-03,1.112535352899016516e+03,8.257247032085601859e+02
1.933767000000000000e+09,7.162100000000000000e+04,1.350000000000000089e+00,3.303698031231760979e-03,1.545735474698941971e+03,1.012092347381448121e+03
2.762370000000000000e+08,1.023100000000000000e+04,1.181818181818181879e+00,9.027873747982084751e-04,8.080304779794927299e+02,6.542302704035324723e+02
2.772090000000000000e+08,1.026700000000000000e+04,1.181818181818181879e+00,9.049039217643439770e-04,8.089771122275318476e+02,5.745874053359478921e+02
2.242350000000000000e+08,8.305000000000000000e+03,1.333333333333333259e+00,7.855970761738717556e-04,7.537631923203890665e+02,5.276541129744030059e+02
3.375810000000000000e+08,1.250300000000000000e+04,1.173913043478260976e+00,1.031928462907671928e-03,8.638926738035997914e+02,7.009362397104475804e+02
7.001100000000000000e+08,2.593000000000000000e+04,1.958333333333333259e+00,1.678192522376775742e-03,1.101681067763910050e+03,8.239245735756827571e+02
3.646890000000000000e+08,1.350700000000000000e+04,1.318181818181818121e+00,1.086457399651408195e-03,8.864236757490062928e+02,7.229378585837791888e+02
6.143040000000000000e+08,2.275200000000000000e+04,1.250000000000000000e+00,1.538106822408735752e-03,1.054698286156214635e+03,6.659206469617699895e+02
6.070140000000000000e+08,2.248200000000000000e+04,1.222222222222222321e+00,1.525913947261869907e-03,1.050509607052611500e+03,6.903149455492017523e+02
2.440530000000000000e+08,9.039000000000000000e+03,3.166666666666666519e+00,8.312283316627144814e-04,7.753453311750404282e+02,5.745874053359478921e+02
3.725190000000000000e+08,1.379700000000000000e+04,1.545454545454545414e+00,1.101953326724469662e-03,8.927227492666485205e+02,6.131475443189206089e+02
3.960360000000000000e+08,1.466800000000000000e+04,1.318181818181818121e+00,1.147855888120830059e-03,9.111265059235886383e+02,7.339531645868739815e+02
1.447470000000000000e+08,5.361000000000000000e+03,1.235294117647058876e+00,5.867736763320863247e-04,6.514338419051234723e+02,6.657628442093428021e+02
2.817720000000000000e+08,1.043600000000000000e+04,1.333333333333333259e+00,9.148069657385349274e-04,8.133917017903972919e+02,7.009819578487474701e+02
4.794660000000000000e+08,1.775800000000000000e+04,1.115384615384615419e+00,1.303875586017966270e-03,9.710756506708205507e+02,6.082413455085576288e+02
2.201850000000000000e+08,8.155000000000000000e+03,1.315789473684210620e+00,7.761090528219938278e-04,7.491975855097095973e+02,6.098675678685674484e+02
7.549200000000000000e+07,2.796000000000000000e+03,1.461538461538461453e+00,3.801878192462027073e-04,5.243654914290548277e+02,6.253491510454523450e+02
2.428650000000000000e+08,8.995000000000000000e+03,1.142857142857142794e+00,8.285286603495478630e-04,7.740852102170704256e+02,5.980241854239337727e+02
1.924560000000000000e+08,7.128000000000000000e+03,1.562500000000000000e+00,7.094991742633283138e-04,7.163263786282518595e+02,6.421455315635441821e+02
2.709450000000000000e+08,1.003500000000000000e+04,1.090909090909090828e+00,8.912201737985014915e-04,8.028372344140949508e+02,6.232021996468023417e+02
2.882250000000000000e+08,1.067500000000000000e+04,1.285714285714285809e+00,9.287210996262729168e-04,8.195541903851167262e+02,5.818034410725906582e+02
3.081780000000000000e+08,1.141400000000000000e+04,2.785714285714285587e+00,9.711031452752649784e-04,8.380456381683707150e+02,6.467415591237553372e+02
2.705130000000000000e+08,1.001900000000000000e+04,1.882352941176470562e+00,8.902726112864911556e-04,8.024103209848434517e+02,7.058315197456989836e+02
4.617270000000000000e+08,1.710100000000000000e+04,1.416666666666666741e+00,1.271513872779905796e-03,9.589490861324768503e+02,7.339531645868739815e+02
4.146120000000000000e+08,1.535600000000000000e+04,1.347826086956521729e+00,1.183474203571677208e-03,9.251548184721048074e+02,6.003466433806132727e+02
3.753270000000000000e+08,1.390100000000000000e+04,1.217391304347826164e+00,1.107483985833823681e-03,8.949602129188215258e+02,7.673638467459252297e+02
3.905280000000000000e+08,1.446400000000000000e+04,1.899999999999999911e+00,1.137188286520540714e-03,9.068828415044383746e+02,7.829996795123105358e+02
4.701240000000000000e+08,1.741200000000000000e+04,1.148148148148148140e+00,1.286883372813463211e-03,9.647273703768206587e+02,6.909291449099267766e+02
2.598210000000000000e+08,9.623000000000000000e+03,1.444444444444444420e+00,8.666566573083400726e-04,7.916961674395478212e+02,7.476147059714569423e+02
2.988360000000000000e+08,1.106800000000000000e+04,1.136363636363636465e+00,9.513774421066045761e-04,8.294905272692801645e+02,6.857414472110815495e+02
2.556090000000000000e+08,9.467000000000000000e+03,1.136363636363636465e+00,8.572648512199521065e-04,7.873947346646444885e+02,7.233957656491418220e+02
1.517400000000000000e+08,5.620000000000000000e+03,1.294117647058823595e+00,6.055234698578715324e-04,6.617599589561001494e+02,6.642387466507445879e+02
2.077110000000000000e+08,7.693000000000000000e+03,3.250000000000000000e+00,7.465127855539321899e-04,7.347737367091903025e+02,7.233957656491418220e+02
5.814180000000000000e+08,2.153400000000000000e+04,1.857142857142857206e+00,1.482711290009319782e-03,1.035531426601932480e+03,7.667862220907553592e+02
2.919510000000000000e+08,1.081300000000000000e+04,1.238095238095238138e+00,9.367080638185143471e-04,8.230706491545382733e+02,7.180785407024328606e+02
1.098090000000000000e+08,4.067000000000000000e+03,1.909090909090909172e+00,4.880783380940556526e-04,5.941276596005392321e+02,5.276541129744030059e+02
1.263600000000000000e+08,4.680000000000000000e+03,5.285714285714285587e+00,5.359661299735307693e-04,6.225921850190879923e+02,6.082413455085576288e+02
3.679290000000000000e+08,1.362700000000000000e+04,1.363636363636363535e+00,1.092882826924324036e-03,8.890410192798375419e+02,6.741028031032711851e+02
5.886000000000000000e+06,2.180000000000000000e+02,1.600000000000000000e+01,6.938694423297420144e-05,2.240133385211038330e+02,3.349275951502763178e+02
9.531000000000000000e+06,3.530000000000000000e+02,2.000000000000000000e+01,9.568045061314478517e-05,2.630550331388221821e+02,5.264811418638929581e+02
4.544910000000000000e+08,1.683300000000000000e+04,2.000000000000000000e+00,1.258194446563720703e-03,9.539132657667313424e+02,7.268418161497340861e+02
2.967570000000000000e+08,1.099100000000000000e+04,1.227272727272727293e+00,9.469598298892378807e-04,8.275624625208243970e+02,5.079955144580767978e+02
1.801710000000000000e+08,6.673000000000000000e+03,1.375000000000000000e+00,6.789756007492542267e-04,7.007483581759813660e+02,6.785879253330674601e+02
3.182220000000000000e+08,1.178600000000000000e+04,1.272727272727272707e+00,9.920899756252765656e-04,8.470528854531009983e+02,6.785879253330674601e+02
6.807780000000000000e+08,2.521400000000000000e+04,1.807692307692307709e+00,1.647155499085783958e-03,1.091446108585749926e+03,7.042857836515049712e+02
4.373460000000000000e+08,1.619800000000000000e+04,1.250000000000000000e+00,1.226349733769893646e-03,9.417642034103391779e+02,7.503851047347059193e+02
2.905200000000000000e+08,1.076000000000000000e+04,1.136363636363636465e+00,9.336446528322994709e-04,8.217236837264169935e+02,6.320334387770022886e+02
1.148040000000000000e+08,4.252000000000000000e+03,1.055555555555555580e+00,5.027695442549884319e-04,6.030029904141408679e+02,6.271531186763761525e+02
1.108890000000000000e+08,4.107000000000000000e+03,1.333333333333333259e+00,4.912733566015958786e-04,5.960691084433407241e+02,6.677347758626417544e+02
6.207840000000000000e+08,2.299200000000000000e+04,1.214285714285714191e+00,1.548904343508183956e-03,1.058393825411790658e+03,7.267640768498193893e+02
1.364040000000000000e+08,5.052000000000000000e+03,1.235294117647058876e+00,5.640041781589388847e-04,6.386694772846336718e+02,6.134730337824590833e+02
1.168020000000000000e+08,4.326000000000000000e+03,1.187500000000000000e+00,5.085860611870884895e-04,6.064810268996744753e+02,5.869147242694025408e+02
2.793960000000000000e+08,1.034800000000000000e+04,1.181818181818181879e+00,9.096571011468768120e-04,8.110989775934516501e+02,6.947376970283215769e+02
1.720980000000000000e+08,6.374000000000000000e+03,1.105263157894736947e+00,6.585389492101967335e-04,6.901217797760917847e+02,6.467415591237553372e+02
1.840590000000000000e+08,6.817000000000000000e+03,2.000000000000000000e+00,6.887087947688996792e-04,7.057531284383862840e+02,7.066002839220293481e+02
2.997000000000000000e+06,1.110000000000000000e+02,1.300000000000000000e+01,4.424410508363507688e-05,1.788803792127201859e+02,5.079955144580767978e+02
2.596860000000000000e+08,9.618000000000000000e+03,1.250000000000000000e+00,8.663564221933484077e-04,7.915590249466017667e+02,7.009819578487474701e+02
4.259520000000000000e+08,1.577600000000000000e+04,1.545454545454545414e+00,1.204956555739045143e-03,9.335136653769444592e+02,7.187752301364640743e+02
3.004290000000000000e+08,1.112700000000000000e+04,1.285714285714285809e+00,9.547554072923958302e-04,8.309618330344551396e+02,6.743399892990344142e+02
2.214270000000000000e+08,8.201000000000000000e+03,1.100000000000000089e+00,7.790248491801321507e-04,7.506036142224536434e+02,6.392872896250102031e+02
2.627640000000000000e+08,9.732000000000000000e+03,1.199999999999999956e+00,8.731888374313712120e-04,7.946741402019941916e+02,7.232211587688619829e+02
8.183700000000000000e+07,3.031000000000000000e+03,1.142857142857142794e+00,4.012028803117573261e-04,5.386628518759030158e+02,6.105759027761862399e+02
1.741500000000000000e+08,6.450000000000000000e+03,1.111111111111111160e+00,6.637633196078240871e-04,6.928538248937785511e+02,5.846942875449392432e+02
7.495200000000000000e+07,2.776000000000000000e+03,1.000000000000000000e+00,3.783726424444466829e-04,5.231122230477278663e+02,3.349275951502763178e+02
1.105380000000000000e+08,4.094000000000000000e+03,1.062500000000000000e+00,4.902361542917788029e-04,5.954395257186109802e+02,5.885353707401902739e+02
1.937520000000000000e+08,7.176000000000000000e+03,1.352941176470588314e+00,7.126807468011975288e-04,7.179306983849297694e+02,6.849356431047600609e+02
3.520800000000000000e+07,1.304000000000000000e+03,5.750000000000000000e+00,2.286433009430766106e-04,4.066438836251600151e+02,6.659206469617699895e+02
1.788750000000000000e+08,6.625000000000000000e+03,1.050000000000000044e+00,6.757156806997954845e-04,6.990641134768392249e+02,5.796226278759523893e+02
2.305800000000000000e+08,8.540000000000000000e+03,1.045454545454545414e+00,8.003476541489362717e-04,7.608067157264239313e+02,6.346923983723276024e+02
1.053000000000000000e+08,3.900000000000000000e+03,1.500000000000000000e+00,4.746241611428558826e-04,5.858816774027251313e+02,6.320334387770022886e+02
1.092420000000000000e+08,4.046000000000000000e+03,1.692307692307692291e+00,4.863967769779264927e-04,5.931032995349463590e+02,6.232021996468023417e+02
1.247130000000000000e+08,4.619000000000000000e+03,1.857142857142857206e+00,5.312986904755234718e-04,6.198753521651032088e+02,5.846942875449392432e+02
1.390230000000000000e+08,5.149000000000000000e+03,1.250000000000000000e+00,5.712006241083145142e-04,6.427311441283576414e+02,5.349817482054069160e+02
2.521800000000000000e+07,9.340000000000000000e+02,1.199999999999999956e+00,1.830366236390545964e-04,3.638346073135398910e+02,3.402164413203758500e+02
1.182708000000000000e+09,4.380400000000000000e+04,1.531250000000000000e+00,2.380396472290158272e-03,1.312077950968341838e+03,7.759652851234629907e+02
4.006800000000000000e+07,1.484000000000000000e+03,1.666666666666666741e+00,2.492275380063802004e-04,4.245540755235613801e+02,5.349817482054069160e+02
4.484160000000000000e+08,1.660800000000000000e+04,1.391304347826086918e+00,1.246957457624375820e-03,9.496439942285325060e+02,7.091367031989592533e+02
2.787750000000000000e+08,1.032500000000000000e+04,2.133333333333333304e+00,9.083087206818163395e-04,8.104976016441264619e+02,5.587209121642526952e+02
3.889890000000000000e+08,1.440700000000000000e+04,1.899999999999999911e+00,1.134198741056025028e-03,9.056899862690127065e+02,7.448589724149372842e+02
2.444580000000000000e+08,9.054000000000000000e+03,2.923076923076922906e+00,8.321477216668426991e-04,7.757739830376669943e+02,6.471804176700331936e+02
6.650910000000000000e+08,2.463300000000000000e+04,1.178571428571428603e+00,1.621754025109112263e-03,1.082997571822517784e+03,7.595547751528961271e+02
3.409830000000000000e+08,1.262900000000000000e+04,1.722222222222222321e+00,1.038849703036248684e-03,8.667849626022341454e+02,7.734682044310922038e+02
4.023540000000000000e+08,1.490200000000000000e+04,1.076923076923076872e+00,1.160031533800065517e-03,9.159460630674043387e+02,6.126749831609146213e+02
2.910870000000000000e+08,1.078100000000000000e+04,1.227272727272727293e+00,9.348590392619371414e-04,8.222579149334752628e+02,6.666411650346695978e+02
4.203630000000000000e+08,1.556900000000000000e+04,1.076923076923076872e+00,1.194393029436469078e-03,9.294127375459333962e+02,6.654230891440279265e+02
4.746870000000000000e+08,1.758100000000000000e+04,1.074074074074074181e+00,1.295196940191090107e-03,9.678385249265350012e+02,7.225584893808573952e+02
1.844370000000000000e+08,6.831000000000000000e+03,2.538461538461538325e+00,6.896514096297323704e-04,7.062359306313850311e+02,6.110782565987169619e+02
1.907820000000000000e+08,7.066000000000000000e+03,2.615384615384615419e+00,7.053789449855685234e-04,7.142434367753728566e+02,6.866603497832338689e+02
2.599560000000000000e+08,9.628000000000000000e+03,1.181818181818181879e+00,8.669568924233317375e-04,7.918332624356108909e+02,6.642387466507445879e+02
1.542780000000000000e+08,5.714000000000000000e+03,2.066666666666666874e+00,6.122567574493587017e-04,6.654291053218515799e+02,5.221029138264144649e+02
5.525280000000000000e+08,2.046400000000000000e+04,1.111111111111111160e+00,1.433179015293717384e-03,1.018087776033210162e+03,7.951138117329235229e+02
1.161270000000000000e+08,4.301000000000000000e+03,1.769230769230769162e+00,5.066247540526092052e-04,6.053104823646223167e+02,6.490800425408373258e+02
3.465180000000000000e+08,1.283400000000000000e+04,1.173913043478260976e+00,1.050061662681400776e-03,8.714498355203663778e+02,6.577251316714267659e+02
2.367630000000000000e+08,8.769000000000000000e+03,1.388888888888888840e+00,8.145920000970363617e-04,7.675471627277180460e+02,6.887621643022198441e+02
1.396710000000000000e+08,5.173000000000000000e+03,1.533333333333333437e+00,5.729742115363478661e-04,6.437282078079960002e+02,7.091367031989592533e+02
