dx_nm,volume_fraction,precipitates_analyzed,mean_volume_nm3,mean_equiv_diameter_nm,mean_aspect_ratio,mean_sphericity,mean_nearest_neighbor_nm,euler_characteristic
3.000000000000000000e+01,6.459051966667175293e-01,1.236000000000000000e+03,2.367057451456310749e+08,7.020323909566321845e+02,2.384207728570546969e+00,7.506769034080207348e-04,6.123538070802977700e+02,1.322000000000000000e+03
