0 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
100 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
200 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
300 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
400 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
500 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
600 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
700 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
800 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
900 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1000 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1100 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1200 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1300 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1400 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1500 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1600 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1700 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1800 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
1900 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2000 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2100 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2200 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2300 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2400 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2500 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2600 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2700 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2800 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
2900 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3000 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3100 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3200 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3300 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3400 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3500 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3600 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3700 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3800 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
3900 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4000 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4100 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4200 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4300 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4400 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4500 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4600 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4700 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4800 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
4900 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
5000 10 328.2485343 421.783275 818.818961 375.9857701 271.3394232 210.168287 312.1488907 304.5090945 598.4899397 454.5078246 
