time, Epsilon_0, Epsilon_1, Epsilon_2, Epsilon_3, Epsilon_4, Epsilon_5, PEEQ, Rate_0, Rate_1, Rate_2, Rate_3, Rate_4, Rate_5
0.032, 2.96755e-02, -1.33223e-02, -1.48883e-02, -2.43249e-03, 1.06126e-04, 6.27131e-04, 3.07003e-02, 9.79845e-01, -4.22871e-01, -4.64422e-01, -5.47056e-02, 7.03892e-03, 1.94653e-02
0.0321, 2.97735e-02, -1.33646e-02, -1.49347e-02, -2.43796e-03, 1.06829e-04, 6.29081e-04, 3.07991e-02, 9.79875e-01, -4.22754e-01, -4.64292e-01, -5.46284e-02, 7.03436e-03, 1.95034e-02
0.0322, 2.98715e-02, -1.34069e-02, -1.49811e-02, -2.44341e-03, 1.07532e-04, 6.31035e-04, 3.08978e-02, 9.79906e-01, -4.22636e-01, -4.64163e-01, -5.45515e-02, 7.02974e-03, 1.95416e-02
0.0323, 2.99694e-02, -1.34491e-02, -1.50275e-02, -2.44886e-03, 1.08235e-04, 6.32993e-04, 3.09965e-02, 9.79936e-01, -4.22518e-01, -4.64033e-01, -5.44750e-02, 7.02504e-03, 1.95798e-02
0.0324, 3.00674e-02, -1.34913e-02, -1.50739e-02, -2.45430e-03, 1.08937e-04, 6.34955e-04, 3.10952e-02, 9.79966e-01, -4.22400e-01, -4.63903e-01, -5.43988e-02, 7.02028e-03, 1.96181e-02
0.0325, 3.01654e-02, -1.35336e-02, -1.51203e-02, -2.45973e-03, 1.09639e-04, 6.36921e-04, 3.11939e-02, 9.79997e-01, -4.22283e-01, -4.63774e-01, -5.43229e-02, 7.01544e-03, 1.96563e-02
0.0326, 3.02634e-02, -1.35758e-02, -1.51666e-02, -2.46516e-03, 1.10340e-04, 6.38890e-04, 3.12926e-02, 9.80027e-01, -4.22165e-01, -4.63644e-01, -5.42473e-02, 7.01054e-03, 1.96947e-02
0.0327, 3.03615e-02, -1.36180e-02, -1.52130e-02, -2.47057e-03, 1.11040e-04, 6.40863e-04, 3.13913e-02, 9.80057e-01, -4.22047e-01, -4.63515e-01, -5.41720e-02, 7.00557e-03, 1.97330e-02
0.0328, 3.04595e-02, -1.36602e-02, -1.52593e-02, -2.47598e-03, 1.11740e-04, 6.42841e-04, 3.14900e-02, 9.80087e-01, -4.21930e-01, -4.63385e-01, -5.40971e-02, 7.00053e-03, 1.97715e-02
0.0329, 3.05575e-02, -1.37024e-02, -1.53056e-02, -2.48139e-03, 1.12440e-04, 6.44822e-04, 3.15886e-02, 9.80117e-01, -4.21813e-01, -4.63256e-01, -5.40225e-02, 6.99543e-03, 1.98099e-02
0.033, 3.06555e-02, -1.37445e-02, -1.53520e-02, -2.48678e-03, 1.13139e-04, 6.46806e-04, 3.16873e-02, 9.80147e-01, -4.21695e-01, -4.63126e-01, -5.39481e-02, 6.99027e-03, 1.98484e-02
0.0331, 3.07535e-02, -1.37867e-02, -1.53983e-02, -2.49217e-03, 1.13837e-04, 6.48795e-04, 3.17859e-02, 9.80178e-01, -4.21578e-01, -4.62997e-01, -5.38741e-02, 6.98504e-03, 1.98869e-02
0.0332, 3.08515e-02, -1.38288e-02, -1.54445e-02, -2.49755e-03, 1.14535e-04, 6.50788e-04, 3.18846e-02, 9.80208e-01, -4.21461e-01, -4.62868e-01, -5.38003e-02, 6.97975e-03, 1.99254e-02
0.0333, 3.09495e-02, -1.38710e-02, -1.54908e-02, -2.50292e-03, 1.15233e-04, 6.52784e-04, 3.19832e-02, 9.80238e-01, -4.21343e-01, -4.62738e-01, -5.37269e-02, 6.97439e-03, 1.99640e-02
0.0334, 3.10476e-02, -1.39131e-02, -1.55371e-02, -2.50829e-03, 1.15930e-04, 6.54784e-04, 3.20818e-02, 9.80268e-01, -4.21226e-01, -4.62609e-01, -5.36538e-02, 6.96898e-03, 2.00027e-02
0.0335, 3.11456e-02, -1.39552e-02, -1.55833e-02, -2.51364e-03, 1.16626e-04, 6.56788e-04, 3.21804e-02, 9.80298e-01, -4.21109e-01, -4.62480e-01, -5.35809e-02, 6.96350e-03, 2.00413e-02
0.0336, 3.12436e-02, -1.39973e-02, -1.56296e-02, -2.51900e-03, 1.17322e-04, 6.58796e-04, 3.22790e-02, 9.80328e-01, -4.20992e-01, -4.62351e-01, -5.35084e-02, 6.95797e-03, 2.00800e-02
0.0337, 3.13417e-02, -1.40394e-02, -1.56758e-02, -2.52434e-03, 1.18017e-04, 6.60808e-04, 3.23776e-02, 9.80358e-01, -4.20875e-01, -4.62221e-01, -5.34361e-02, 6.95238e-03, 2.01187e-02
0.0338, 3.14397e-02, -1.40815e-02, -1.57220e-02, -2.52968e-03, 1.18712e-04, 6.62824e-04, 3.24762e-02, 9.80387e-01, -4.20758e-01, -4.62092e-01, -5.33641e-02, 6.94673e-03, 2.01575e-02
0.0339, 3.15378e-02, -1.41235e-02, -1.57682e-02, -2.53500e-03, 1.19406e-04, 6.64844e-04, 3.25748e-02, 9.80417e-01, -4.20641e-01, -4.61963e-01, -5.32924e-02, 6.94102e-03, 2.01962e-02
0.034, 3.16358e-02, -1.41656e-02, -1.58144e-02, -2.54033e-03, 1.20099e-04, 6.66867e-04, 3.26734e-02, 9.80447e-01, -4.20524e-01, -4.61834e-01, -5.32210e-02, 6.93526e-03, 2.02350e-02
0.0341, 3.17338e-02, -1.42076e-02, -1.58605e-02, -2.54564e-03, 1.20792e-04, 6.68895e-04, 3.27719e-02, 9.80477e-01, -4.20408e-01, -4.61705e-01, -5.31498e-02, 6.92945e-03, 2.02739e-02
0.0342, 3.18319e-02, -1.42497e-02, -1.59067e-02, -2.55095e-03, 1.21485e-04, 6.70926e-04, 3.28705e-02, 9.80507e-01, -4.20291e-01, -4.61576e-01, -5.30790e-02, 6.92357e-03, 2.03127e-02
0.0343, 3.19300e-02, -1.42917e-02, -1.59529e-02, -2.55625e-03, 1.22176e-04, 6.72961e-04, 3.29690e-02, 9.80537e-01, -4.20174e-01, -4.61447e-01, -5.30084e-02, 6.91765e-03, 2.03516e-02
0.0344, 3.20280e-02, -1.43337e-02, -1.59990e-02, -2.56154e-03, 1.22867e-04, 6.75000e-04, 3.30675e-02, 9.80566e-01, -4.20058e-01, -4.61318e-01, -5.29381e-02, 6.91167e-03, 2.03906e-02
0.0345, 3.21261e-02, -1.43757e-02, -1.60451e-02, -2.56683e-03, 1.23558e-04, 6.77043e-04, 3.31661e-02, 9.80596e-01, -4.19941e-01, -4.61189e-01, -5.28680e-02, 6.90564e-03, 2.04295e-02
0.0346, 3.22241e-02, -1.44177e-02, -1.60912e-02, -2.57211e-03, 1.24248e-04, 6.79090e-04, 3.32646e-02, 9.80626e-01, -4.19825e-01, -4.61060e-01, -5.27982e-02, 6.89956e-03, 2.04685e-02
0.0347, 3.23222e-02, -1.44596e-02, -1.61373e-02, -2.57738e-03, 1.24937e-04, 6.81141e-04, 3.33631e-02, 9.80656e-01, -4.19708e-01, -4.60931e-01, -5.27287e-02, 6.89343e-03, 2.05075e-02
0.0348, 3.24203e-02, -1.45016e-02, -1.61834e-02, -2.58265e-03, 1.25626e-04, 6.83195e-04, 3.34616e-02, 9.80685e-01, -4.19592e-01, -4.60802e-01, -5.26594e-02, 6.88724e-03, 2.05465e-02
0.0349, 3.25183e-02, -1.45435e-02, -1.62294e-02, -2.58791e-03, 1.26314e-04, 6.85254e-04, 3.35601e-02, 9.80715e-01, -4.19475e-01, -4.60674e-01, -5.25904e-02, 6.88101e-03, 2.05855e-02
0.035, 3.26164e-02, -1.45855e-02, -1.62755e-02, -2.59316e-03, 1.27002e-04, 6.87316e-04, 3.36586e-02, 9.80745e-01, -4.19359e-01, -4.60545e-01, -5.25217e-02, 6.87473e-03, 2.06246e-02
0.0351, 3.27145e-02, -1.46274e-02, -1.63215e-02, -2.59841e-03, 1.27688e-04, 6.89383e-04, 3.37570e-02, 9.80774e-01, -4.19243e-01, -4.60416e-01, -5.24532e-02, 6.86840e-03, 2.06637e-02
0.0352, 3.28126e-02, -1.46693e-02, -1.63676e-02, -2.60364e-03, 1.28375e-04, 6.91453e-04, 3.38555e-02, 9.80804e-01, -4.19127e-01, -4.60287e-01, -5.23849e-02, 6.86202e-03, 2.07028e-02
0.0353, 3.29107e-02, -1.47112e-02, -1.64136e-02, -2.60888e-03, 1.29060e-04, 6.93527e-04, 3.39540e-02, 9.80833e-01, -4.19011e-01, -4.60159e-01, -5.23170e-02, 6.85560e-03, 2.07419e-02
0.0354, 3.30087e-02, -1.47531e-02, -1.64596e-02, -2.61410e-03, 1.29745e-04, 6.95605e-04, 3.40524e-02, 9.80863e-01, -4.18895e-01, -4.60030e-01, -5.22492e-02, 6.84913e-03, 2.07811e-02
0.0355, 3.31068e-02, -1.47950e-02, -1.65056e-02, -2.61932e-03, 1.30429e-04, 6.97687e-04, 3.41508e-02, 9.80892e-01, -4.18779e-01, -4.59901e-01, -5.21817e-02, 6.84262e-03, 2.08203e-02
0.0356, 3.32049e-02, -1.48368e-02, -1.65516e-02, -2.62453e-03, 1.31113e-04, 6.99773e-04, 3.42493e-02, 9.80922e-01, -4.18663e-01, -4.59773e-01, -5.21145e-02, 6.83606e-03, 2.08594e-02
0.0357, 3.33030e-02, -1.48787e-02, -1.65975e-02, -2.62974e-03, 1.31796e-04, 7.01863e-04, 3.43477e-02, 9.80951e-01, -4.18547e-01, -4.59644e-01, -5.20475e-02, 6.82945e-03, 2.08987e-02
0.0358, 3.34011e-02, -1.49205e-02, -1.66435e-02, -2.63493e-03, 1.32478e-04, 7.03957e-04, 3.44461e-02, 9.80981e-01, -4.18431e-01, -4.59516e-01, -5.19807e-02, 6.82281e-03, 2.09379e-02
0.0359, 3.34992e-02, -1.49624e-02, -1.66894e-02, -2.64012e-03, 1.33160e-04, 7.06055e-04, 3.45445e-02, 9.81010e-01, -4.18316e-01, -4.59387e-01, -5.19142e-02, 6.81612e-03, 2.09771e-02
0.036, 3.35973e-02, -1.50042e-02, -1.67353e-02, -2.64531e-03, 1.33841e-04, 7.08156e-04, 3.46429e-02, 9.81040e-01, -4.18200e-01, -4.59259e-01, -5.18479e-02, 6.80938e-03, 2.10164e-02
0.0361, 3.36954e-02, -1.50460e-02, -1.67813e-02, -2.65049e-03, 1.34521e-04, 7.10262e-04, 3.47413e-02, 9.81069e-01, -4.18084e-01, -4.59130e-01, -5.17819e-02, 6.80261e-03, 2.10557e-02
0.0362, 3.37935e-02, -1.50878e-02, -1.68272e-02, -2.65566e-03, 1.35201e-04, 7.12371e-04, 3.48397e-02, 9.81099e-01, -4.17969e-01, -4.59002e-01, -5.17160e-02, 6.79579e-03, 2.10950e-02
0.0363, 3.38916e-02, -1.51296e-02, -1.68730e-02, -2.66082e-03, 1.35880e-04, 7.14485e-04, 3.49381e-02, 9.81128e-01, -4.17853e-01, -4.58873e-01, -5.16504e-02, 6.78894e-03, 2.11343e-02
0.0364, 3.39898e-02, -1.51714e-02, -1.69189e-02, -2.66598e-03, 1.36558e-04, 7.16602e-04, 3.50364e-02, 9.81157e-01, -4.17738e-01, -4.58745e-01, -5.15851e-02, 6.78204e-03, 2.11736e-02
0.0365, 3.40879e-02, -1.52131e-02, -1.69648e-02, -2.67114e-03, 1.37235e-04, 7.18723e-04, 3.51348e-02, 9.81187e-01, -4.17623e-01, -4.58616e-01, -5.15200e-02, 6.77510e-03, 2.12130e-02
0.0366, 3.41860e-02, -1.52549e-02, -1.70106e-02, -2.67628e-03, 1.37912e-04, 7.20849e-04, 3.52331e-02, 9.81216e-01, -4.17507e-01, -4.58488e-01, -5.14551e-02, 6.76813e-03, 2.12523e-02
0.0367, 3.42841e-02, -1.52966e-02, -1.70565e-02, -2.68142e-03, 1.38588e-04, 7.22978e-04, 3.53315e-02, 9.81245e-01, -4.17392e-01, -4.58360e-01, -5.13904e-02, 6.76111e-03, 2.12917e-02
0.0368, 3.43823e-02, -1.53383e-02, -1.71023e-02, -2.68655e-03, 1.39264e-04, 7.25111e-04, 3.54298e-02, 9.81275e-01, -4.17277e-01, -4.58231e-01, -5.13259e-02, 6.75406e-03, 2.13311e-02
0.0369, 3.44804e-02, -1.53801e-02, -1.71481e-02, -2.69168e-03, 1.39938e-04, 7.27248e-04, 3.55281e-02, 9.81304e-01, -4.17162e-01, -4.58103e-01, -5.12617e-02, 6.74697e-03, 2.13705e-02
0.037, 3.45785e-02, -1.54218e-02, -1.71939e-02, -2.69680e-03, 1.40612e-04, 7.29389e-04, 3.56264e-02, 9.81333e-01, -4.17047e-01, -4.57975e-01, -5.11977e-02, 6.73985e-03, 2.14099e-02
0.0371, 3.46767e-02, -1.54635e-02, -1.72397e-02, -2.70191e-03, 1.41286e-04, 7.31534e-04, 3.57247e-02, 9.81362e-01, -4.16932e-01, -4.57846e-01, -5.11339e-02, 6.73269e-03, 2.14494e-02
0.0372, 3.47748e-02, -1.55051e-02, -1.72854e-02, -2.70702e-03, 1.41958e-04, 7.33683e-04, 3.58230e-02, 9.81391e-01, -4.16817e-01, -4.57718e-01, -5.10703e-02, 6.72549e-03, 2.14888e-02
0.0373, 3.48729e-02, -1.55468e-02, -1.73312e-02, -2.71212e-03, 1.42630e-04, 7.35836e-04, 3.59213e-02, 9.81420e-01, -4.16702e-01, -4.57590e-01, -5.10069e-02, 6.71825e-03, 2.15283e-02
0.0374, 3.49711e-02, -1.55885e-02, -1.73770e-02, -2.71721e-03, 1.43301e-04, 7.37992e-04, 3.60196e-02, 9.81450e-01, -4.16588e-01, -4.57462e-01, -5.09437e-02, 6.71098e-03, 2.15677e-02
0.0375, 3.50692e-02, -1.56301e-02, -1.74227e-02, -2.72230e-03, 1.43971e-04, 7.40153e-04, 3.61179e-02, 9.81479e-01, -4.16473e-01, -4.57334e-01, -5.08808e-02, 6.70368e-03, 2.16072e-02
0.0376, 3.51674e-02, -1.56717e-02, -1.74684e-02, -2.72738e-03, 1.44641e-04, 7.42318e-04, 3.62161e-02, 9.81508e-01, -4.16358e-01, -4.57206e-01, -5.08180e-02, 6.69634e-03, 2.16467e-02
0.0377, 3.52655e-02, -1.57134e-02, -1.75141e-02, -2.73246e-03, 1.45310e-04, 7.44486e-04, 3.63144e-02, 9.81537e-01, -4.16244e-01, -4.57077e-01, -5.07555e-02, 6.68897e-03, 2.16862e-02
0.0378, 3.53637e-02, -1.57550e-02, -1.75598e-02, -2.73753e-03, 1.45978e-04, 7.46659e-04, 3.64126e-02, 9.81566e-01, -4.16129e-01, -4.56949e-01, -5.06931e-02, 6.68157e-03, 2.17257e-02
0.0379, 3.54618e-02, -1.57966e-02, -1.76055e-02, -2.74259e-03, 1.46645e-04, 7.48835e-04, 3.65109e-02, 9.81595e-01, -4.16015e-01, -4.56821e-01, -5.06310e-02, 6.67413e-03, 2.17652e-02
0.038, 3.55600e-02, -1.58382e-02, -1.76512e-02, -2.74765e-03, 1.47312e-04, 7.51016e-04, 3.66091e-02, 9.81624e-01, -4.15901e-01, -4.56693e-01, -5.05691e-02, 6.66666e-03, 2.18047e-02
0.0381, 3.56582e-02, -1.58798e-02, -1.76968e-02, -2.75270e-03, 1.47978e-04, 7.53200e-04, 3.67073e-02, 9.81653e-01, -4.15786e-01, -4.56565e-01, -5.05073e-02, 6.65916e-03, 2.18442e-02
0.0382, 3.57563e-02, -1.59213e-02, -1.77425e-02, -2.75774e-03, 1.48643e-04, 7.55389e-04, 3.68055e-02, 9.81682e-01, -4.15672e-01, -4.56437e-01, -5.04458e-02, 6.65163e-03, 2.18838e-02
0.0383, 3.58545e-02, -1.59629e-02, -1.77881e-02, -2.76278e-03, 1.49308e-04, 7.57581e-04, 3.69038e-02, 9.81711e-01, -4.15558e-01, -4.56309e-01, -5.03845e-02, 6.64407e-03, 2.19233e-02
0.0384, 3.59527e-02, -1.60044e-02, -1.78337e-02, -2.76781e-03, 1.49971e-04, 7.59777e-04, 3.70020e-02, 9.81740e-01, -4.15444e-01, -4.56181e-01, -5.03233e-02, 6.63648e-03, 2.19629e-02
0.0385, 3.60509e-02, -1.60460e-02, -1.78793e-02, -2.77284e-03, 1.50634e-04, 7.61978e-04, 3.71001e-02, 9.81769e-01, -4.15330e-01, -4.56053e-01, -5.02624e-02, 6.62886e-03, 2.20024e-02
0.0386, 3.61490e-02, -1.60875e-02, -1.79249e-02, -2.77786e-03, 1.51296e-04, 7.64182e-04, 3.71983e-02, 9.81798e-01, -4.15216e-01, -4.55925e-01, -5.02016e-02, 6.62120e-03, 2.20420e-02
0.0387, 3.62472e-02, -1.61290e-02, -1.79705e-02, -2.78287e-03, 1.51958e-04, 7.66390e-04, 3.72965e-02, 9.81827e-01, -4.15102e-01, -4.55797e-01, -5.01410e-02, 6.61352e-03, 2.20815e-02
0.0388, 3.63454e-02, -1.61705e-02, -1.80161e-02, -2.78788e-03, 1.52618e-04, 7.68602e-04, 3.73947e-02, 9.81856e-01, -4.14988e-01, -4.55670e-01, -5.00807e-02, 6.60581e-03, 2.21211e-02
0.0389, 3.64436e-02, -1.62120e-02, -1.80616e-02, -2.79289e-03, 1.53278e-04, 7.70818e-04, 3.74928e-02, 9.81884e-01, -4.14874e-01, -4.55542e-01, -5.00205e-02, 6.59807e-03, 2.21607e-02
0.039, 3.65418e-02, -1.62534e-02, -1.81072e-02, -2.79788e-03, 1.53937e-04, 7.73038e-04, 3.75910e-02, 9.81913e-01, -4.14761e-01, -4.55414e-01, -4.99605e-02, 6.59031e-03, 2.22003e-02
0.0391, 3.66400e-02, -1.62949e-02, -1.81527e-02, -2.80287e-03, 1.54595e-04, 7.75262e-04, 3.76891e-02, 9.81942e-01, -4.14647e-01, -4.55286e-01, -4.99006e-02, 6.58251e-03, 2.22399e-02
0.0392, 3.67382e-02, -1.63364e-02, -1.81982e-02, -2.80786e-03, 1.55253e-04, 7.77490e-04, 3.77873e-02, 9.81971e-01, -4.14533e-01, -4.55158e-01, -4.98410e-02, 6.57469e-03, 2.22795e-02
0.0393, 3.68364e-02, -1.63778e-02, -1.82437e-02, -2.81283e-03, 1.55909e-04, 7.79722e-04, 3.78854e-02, 9.82000e-01, -4.14420e-01, -4.55031e-01, -4.97815e-02, 6.56684e-03, 2.23191e-02
0.0394, 3.69346e-02, -1.64192e-02, -1.82892e-02, -2.81781e-03, 1.56565e-04, 7.81958e-04, 3.79835e-02, 9.82029e-01, -4.14307e-01, -4.54903e-01, -4.97223e-02, 6.55897e-03, 2.23587e-02
0.0395, 3.70328e-02, -1.64607e-02, -1.83347e-02, -2.82277e-03, 1.57220e-04, 7.84198e-04, 3.80816e-02, 9.82057e-01, -4.14193e-01, -4.54775e-01, -4.96632e-02, 6.55107e-03, 2.23983e-02
0.0396, 3.71310e-02, -1.65021e-02, -1.83801e-02, -2.82773e-03, 1.57875e-04, 7.86441e-04, 3.81797e-02, 9.82086e-01, -4.14080e-01, -4.54647e-01, -4.96042e-02, 6.54314e-03, 2.24379e-02
0.0397, 3.72292e-02, -1.65435e-02, -1.84256e-02, -2.83269e-03, 1.58528e-04, 7.88689e-04, 3.82778e-02, 9.82115e-01, -4.13967e-01, -4.54520e-01, -4.95455e-02, 6.53519e-03, 2.24775e-02
0.0398, 3.73274e-02, -1.65848e-02, -1.84710e-02, -2.83764e-03, 1.59181e-04, 7.90941e-04, 3.83759e-02, 9.82144e-01, -4.13853e-01, -4.54392e-01, -4.94869e-02, 6.52722e-03, 2.25171e-02
0.0399, 3.74256e-02, -1.66262e-02, -1.85164e-02, -2.84258e-03, 1.59833e-04, 7.93197e-04, 3.84740e-02, 9.82172e-01, -4.13740e-01, -4.54264e-01, -4.94285e-02, 6.51921e-03, 2.25567e-02
0.04, 3.75239e-02, -1.66676e-02, -1.85619e-02, -2.84752e-03, 1.60484e-04, 7.95456e-04, 3.85721e-02, 9.82201e-01, -4.13627e-01, -4.54137e-01, -4.93703e-02, 6.51119e-03, 2.25963e-02
0.0401, 3.76221e-02, -1.67089e-02, -1.86073e-02, -2.85245e-03, 1.61134e-04, 7.97720e-04, 3.86701e-02, 9.82230e-01, -4.13514e-01, -4.54009e-01, -4.93123e-02, 6.50314e-03, 2.26359e-02
0.0402, 3.77203e-02, -1.67503e-02, -1.86527e-02, -2.85737e-03, 1.61784e-04, 7.99987e-04, 3.87682e-02, 9.82258e-01, -4.13402e-01, -4.53881e-01, -4.92544e-02, 6.49507e-03, 2.26756e-02
0.0403, 3.78185e-02, -1.67916e-02, -1.86980e-02, -2.86229e-03, 1.62433e-04, 8.02259e-04, 3.88663e-02, 9.82287e-01, -4.13289e-01, -4.53754e-01, -4.91967e-02, 6.48697e-03, 2.27152e-02
0.0404, 3.79168e-02, -1.68329e-02, -1.87434e-02, -2.86721e-03, 1.63080e-04, 8.04534e-04, 3.89643e-02, 9.82316e-01, -4.13176e-01, -4.53626e-01, -4.91391e-02, 6.47885e-03, 2.27548e-02
0.0405, 3.80150e-02, -1.68742e-02, -1.87887e-02, -2.87211e-03, 1.63728e-04, 8.06814e-04, 3.90623e-02, 9.82344e-01, -4.13063e-01, -4.53499e-01, -4.90817e-02, 6.47071e-03, 2.27944e-02
0.0406, 3.81132e-02, -1.69155e-02, -1.88341e-02, -2.87702e-03, 1.64374e-04, 8.09097e-04, 3.91604e-02, 9.82373e-01, -4.12951e-01, -4.53371e-01, -4.90245e-02, 6.46254e-03, 2.28340e-02
0.0407, 3.82115e-02, -1.69568e-02, -1.88794e-02, -2.88191e-03, 1.65019e-04, 8.11385e-04, 3.92584e-02, 9.82401e-01, -4.12838e-01, -4.53244e-01, -4.89675e-02, 6.45436e-03, 2.28737e-02
0.0408, 3.83097e-02, -1.69981e-02, -1.89247e-02, -2.88680e-03, 1.65664e-04, 8.13676e-04, 3.93564e-02, 9.82430e-01, -4.12726e-01, -4.53116e-01, -4.89106e-02, 6.44615e-03, 2.29133e-02
0.0409, 3.84080e-02, -1.70393e-02, -1.89700e-02, -2.89169e-03, 1.66308e-04, 8.15971e-04, 3.94544e-02, 9.82458e-01, -4.12613e-01, -4.52989e-01, -4.88538e-02, 6.43792e-03, 2.29529e-02
0.041, 3.85062e-02, -1.70806e-02, -1.90153e-02, -2.89657e-03, 1.66951e-04, 8.18270e-04, 3.95524e-02, 9.82487e-01, -4.12501e-01, -4.52861e-01, -4.87973e-02, 6.42967e-03, 2.29925e-02
0.0411, 3.86045e-02, -1.71218e-02, -1.90606e-02, -2.90144e-03, 1.67593e-04, 8.20574e-04, 3.96504e-02, 9.82515e-01, -4.12389e-01, -4.52734e-01, -4.87409e-02, 6.42140e-03, 2.30321e-02
0.0412, 3.87027e-02, -1.71631e-02, -1.91058e-02, -2.90631e-03, 1.68234e-04, 8.22881e-04, 3.97484e-02, 9.82544e-01, -4.12276e-01, -4.52607e-01, -4.86846e-02, 6.41311e-03, 2.30717e-02
0.0413, 3.88010e-02, -1.72043e-02, -1.91511e-02, -2.91117e-03, 1.68875e-04, 8.25192e-04, 3.98463e-02, 9.82572e-01, -4.12164e-01, -4.52479e-01, -4.86285e-02, 6.40479e-03, 2.31113e-02
0.0414, 3.88992e-02, -1.72455e-02, -1.91963e-02, -2.91603e-03, 1.69514e-04, 8.27507e-04, 3.99443e-02, 9.82601e-01, -4.12052e-01, -4.52352e-01, -4.85726e-02, 6.39646e-03, 2.31510e-02
0.0415, 3.89975e-02, -1.72867e-02, -1.92415e-02, -2.92088e-03, 1.70153e-04, 8.29826e-04, 4.00423e-02, 9.82629e-01, -4.11940e-01, -4.52224e-01, -4.85168e-02, 6.38811e-03, 2.31906e-02
0.0416, 3.90958e-02, -1.73279e-02, -1.92867e-02, -2.92573e-03, 1.70791e-04, 8.32149e-04, 4.01402e-02, 9.82658e-01, -4.11828e-01, -4.52097e-01, -4.84611e-02, 6.37974e-03, 2.32302e-02
0.0417, 3.91940e-02, -1.73690e-02, -1.93319e-02, -2.93057e-03, 1.71428e-04, 8.34476e-04, 4.02381e-02, 9.82686e-01, -4.11716e-01, -4.51970e-01, -4.84056e-02, 6.37135e-03, 2.32698e-02
0.0418, 3.92923e-02, -1.74102e-02, -1.93771e-02, -2.93541e-03, 1.72064e-04, 8.36807e-04, 4.03361e-02, 9.82715e-01, -4.11605e-01, -4.51843e-01, -4.83503e-02, 6.36294e-03, 2.33094e-02
0.0419, 3.93906e-02, -1.74513e-02, -1.94223e-02, -2.94023e-03, 1.72700e-04, 8.39142e-04, 4.04340e-02, 9.82743e-01, -4.11493e-01, -4.51715e-01, -4.82951e-02, 6.35451e-03, 2.33490e-02
0.042, 3.94889e-02, -1.74925e-02, -1.94675e-02, -2.94506e-03, 1.73334e-04, 8.41481e-04, 4.05319e-02, 9.82771e-01, -4.11381e-01, -4.51588e-01, -4.82401e-02, 6.34607e-03, 2.33885e-02
0.0421, 3.95871e-02, -1.75336e-02, -1.95126e-02, -2.94988e-03, 1.73968e-04, 8.43824e-04, 4.06298e-02, 9.82800e-01, -4.11270e-01, -4.51461e-01, -4.81852e-02, 6.33760e-03, 2.34281e-02
0.0422, 3.96854e-02, -1.75747e-02, -1.95577e-02, -2.95469e-03, 1.74601e-04, 8.46170e-04, 4.07278e-02, 9.82828e-01, -4.11158e-01, -4.51334e-01, -4.81304e-02, 6.32912e-03, 2.34677e-02
0.0423, 3.97837e-02, -1.76158e-02, -1.96029e-02, -2.95950e-03, 1.75233e-04, 8.48521e-04, 4.08257e-02, 9.82856e-01, -4.11047e-01, -4.51206e-01, -4.80758e-02, 6.32062e-03, 2.35073e-02
0.0424, 3.98820e-02, -1.76569e-02, -1.96480e-02, -2.96430e-03, 1.75864e-04, 8.50876e-04, 4.09235e-02, 9.82885e-01, -4.10935e-01, -4.51079e-01, -4.80214e-02, 6.31210e-03, 2.35469e-02
0.0425, 3.99803e-02, -1.76980e-02, -1.96931e-02, -2.96910e-03, 1.76495e-04, 8.53234e-04, 4.10214e-02, 9.82913e-01, -4.10824e-01, -4.50952e-01, -4.79671e-02, 6.30357e-03, 2.35864e-02
0.0426, 4.00786e-02, -1.77391e-02, -1.97381e-02, -2.97389e-03, 1.77124e-04, 8.55597e-04, 4.11193e-02, 9.82941e-01, -4.10713e-01, -4.50825e-01, -4.79129e-02, 6.29502e-03, 2.36260e-02
0.0427, 4.01769e-02, -1.77801e-02, -1.97832e-02, -2.97867e-03, 1.77753e-04, 8.57964e-04, 4.12172e-02, 9.82970e-01, -4.10601e-01, -4.50698e-01, -4.78589e-02, 6.28645e-03, 2.36656e-02
0.0428, 4.02752e-02, -1.78212e-02, -1.98283e-02, -2.98345e-03, 1.78381e-04, 8.60334e-04, 4.13150e-02, 9.82998e-01, -4.10490e-01, -4.50571e-01, -4.78050e-02, 6.27787e-03, 2.37051e-02
0.0429, 4.03735e-02, -1.78622e-02, -1.98733e-02, -2.98823e-03, 1.79008e-04, 8.62709e-04, 4.14129e-02, 9.83026e-01, -4.10379e-01, -4.50444e-01, -4.77512e-02, 6.26927e-03, 2.37447e-02
0.043, 4.04718e-02, -1.79032e-02, -1.99183e-02, -2.99300e-03, 1.79634e-04, 8.65087e-04, 4.15107e-02, 9.83054e-01, -4.10268e-01, -4.50317e-01, -4.76976e-02, 6.26065e-03, 2.37842e-02
0.0431, 4.05701e-02, -1.79443e-02, -1.99634e-02, -2.99776e-03, 1.80259e-04, 8.67469e-04, 4.16086e-02, 9.83083e-01, -4.10157e-01, -4.50190e-01, -4.76441e-02, 6.25202e-03, 2.38237e-02
0.0432, 4.06684e-02, -1.79853e-02, -2.00084e-02, -3.00252e-03, 1.80883e-04, 8.69856e-04, 4.17064e-02, 9.83111e-01, -4.10046e-01, -4.50063e-01, -4.75908e-02, 6.24338e-03, 2.38633e-02
0.0433, 4.07667e-02, -1.80263e-02, -2.00534e-02, -3.00728e-03, 1.81507e-04, 8.72246e-04, 4.18042e-02, 9.83139e-01, -4.09936e-01, -4.49936e-01, -4.75376e-02, 6.23471e-03, 2.39028e-02
